Environment;Tab;SubTab;Role Index;Role;Permission Index;Permission;Value
jnj-test;Author;;5;FL-Archivist;19;Return From Archive;1
jnj-test;Author;;5;FL-Archivist;20;Trash Mandatory Entities;0
jnj-test;Author;;5;FL-Archivist;21;Clone Entities;0
jnj-test;Author;;5;FL-Archivist;22;Save as Template;0
jnj-test;Author;;5;FL-Archivist;23;Update Definition;0
jnj-test;Author;;6;FL-Author;1;Share;0
jnj-test;Author;;6;FL-Author;2;Read Dependent Share;0
jnj-test;Author;;6;FL-Author;3;Add/Edit/Delete comments;0
jnj-test;Author;;6;FL-Author;4;Broad User Search;0
jnj-test;Author;;6;FL-Author;5;Share Templates;0
jnj-test;Author;;6;FL-Author;6;Move Experiments;0
jnj-test;Author;;6;FL-Author;7;Trash Experiments;0
jnj-test;Author;;6;FL-Author;8;Trash Notebooks;0
jnj-test;Author;;6;FL-Author;9;Export Notebooks;0
jnj-test;Author;;6;FL-Author;10;Trash Requests;0
jnj-test;Author;;6;FL-Author;11;Delete Samples;0
jnj-test;Author;;6;FL-Author;12;Close/Cancel Samples;0
jnj-test;Author;;6;FL-Author;13;Reopen Samples;0
jnj-test;Author;;6;FL-Author;14;Add Parallel Experiments;0
jnj-test;Author;;6;FL-Author;15;Move Parallel Experiments;0
jnj-test;Author;;6;FL-Author;16;Export Parallel Experiments;0
jnj-test;Author;;6;FL-Author;17;Trash Parallel Experiments;0
jnj-test;Author;;6;FL-Author;18;Archive;0
jnj-test;Author;;6;FL-Author;19;Return From Archive;0
jnj-test;Author;;6;FL-Author;20;Trash Mandatory Entities;0
jnj-test;Author;;6;FL-Author;21;Clone Entities;0
jnj-test;Author;;6;FL-Author;22;Save as Template;0
jnj-test;Author;;6;FL-Author;23;Update Definition;0
jnj-test;Author;;7;GxP Std User;1;Share;0
jnj-test;Author;;7;GxP Std User;2;Read Dependent Share;0
jnj-test;Author;;7;GxP Std User;3;Add/Edit/Delete comments;1
jnj-test;Author;;7;GxP Std User;4;Broad User Search;0
jnj-test;Author;;7;GxP Std User;5;Share Templates;0
jnj-test;Author;;7;GxP Std User;6;Move Experiments;1
jnj-test;Author;;7;GxP Std User;7;Trash Experiments;0
jnj-test;Author;;7;GxP Std User;8;Trash Notebooks;0
jnj-test;Author;;7;GxP Std User;9;Export Notebooks;1
jnj-test;Author;;7;GxP Std User;10;Trash Requests;0
jnj-test;Author;;7;GxP Std User;11;Delete Samples;0
jnj-test;Author;;7;GxP Std User;12;Close/Cancel Samples;0
jnj-test;Author;;7;GxP Std User;13;Reopen Samples;0
jnj-test;Author;;7;GxP Std User;14;Add Parallel Experiments;0
jnj-test;Author;;7;GxP Std User;15;Move Parallel Experiments;0
jnj-test;Author;;7;GxP Std User;16;Export Parallel Experiments;0
jnj-test;Author;;7;GxP Std User;17;Trash Parallel Experiments;0
jnj-test;Author;;7;GxP Std User;18;Archive;0
jnj-test;Author;;7;GxP Std User;19;Return From Archive;0
jnj-test;Author;;7;GxP Std User;20;Trash Mandatory Entities;0
jnj-test;Author;;7;GxP Std User;21;Clone Entities;0
jnj-test;Author;;7;GxP Std User;22;Save as Template;0
jnj-test;Author;;7;GxP Std User;23;Update Definition;0
jnj-test;Author;;8;GxP Superuser;1;Share;1
jnj-test;Author;;8;GxP Superuser;2;Read Dependent Share;0
jnj-test;Author;;8;GxP Superuser;3;Add/Edit/Delete comments;0
jnj-test;Author;;8;GxP Superuser;4;Broad User Search;0
jnj-test;Author;;8;GxP Superuser;5;Share Templates;1
jnj-test;Author;;8;GxP Superuser;6;Move Experiments;0
jnj-test;Author;;8;GxP Superuser;7;Trash Experiments;0
jnj-test;Author;;8;GxP Superuser;8;Trash Notebooks;0
jnj-test;Author;;8;GxP Superuser;9;Export Notebooks;1
jnj-test;Author;;8;GxP Superuser;10;Trash Requests;0
jnj-test;Author;;8;GxP Superuser;11;Delete Samples;0
jnj-test;Author;;8;GxP Superuser;12;Close/Cancel Samples;0
jnj-test;Author;;8;GxP Superuser;13;Reopen Samples;0
jnj-test;Author;;8;GxP Superuser;14;Add Parallel Experiments;0
jnj-test;Author;;8;GxP Superuser;15;Move Parallel Experiments;0
jnj-test;Author;;8;GxP Superuser;16;Export Parallel Experiments;0
jnj-test;Author;;8;GxP Superuser;17;Trash Parallel Experiments;0
jnj-test;Author;;8;GxP Superuser;18;Archive;0
jnj-test;Author;;8;GxP Superuser;19;Return From Archive;0
jnj-test;Author;;8;GxP Superuser;20;Trash Mandatory Entities;0
jnj-test;Author;;8;GxP Superuser;21;Clone Entities;0
jnj-test;Author;;8;GxP Superuser;22;Save as Template;0
jnj-test;Author;;8;GxP Superuser;23;Update Definition;0
jnj-test;Author;;9;Janssen Internal User;1;Share;0
jnj-test;Author;;9;Janssen Internal User;2;Read Dependent Share;0
jnj-test;Author;;9;Janssen Internal User;3;Add/Edit/Delete comments;0
jnj-test;Author;;9;Janssen Internal User;4;Broad User Search;0
jnj-test;Author;;9;Janssen Internal User;5;Share Templates;0
jnj-test;Author;;9;Janssen Internal User;6;Move Experiments;1
jnj-test;Author;;9;Janssen Internal User;7;Trash Experiments;0
jnj-test;Author;;9;Janssen Internal User;8;Trash Notebooks;0
jnj-test;Author;;9;Janssen Internal User;9;Export Notebooks;1
jnj-test;Author;;9;Janssen Internal User;10;Trash Requests;0
jnj-test;Author;;9;Janssen Internal User;11;Delete Samples;0
jnj-test;Author;;9;Janssen Internal User;12;Close/Cancel Samples;0
jnj-test;Author;;9;Janssen Internal User;13;Reopen Samples;0
jnj-test;Author;;9;Janssen Internal User;14;Add Parallel Experiments;1
jnj-test;Author;;9;Janssen Internal User;15;Move Parallel Experiments;0
jnj-test;Author;;9;Janssen Internal User;16;Export Parallel Experiments;1
jnj-test;Author;;9;Janssen Internal User;17;Trash Parallel Experiments;0
jnj-test;Author;;9;Janssen Internal User;18;Archive;0
jnj-test;Author;;9;Janssen Internal User;19;Return From Archive;0
jnj-test;Author;;9;Janssen Internal User;20;Trash Mandatory Entities;0
jnj-test;Author;;9;Janssen Internal User;21;Clone Entities;0
jnj-test;Author;;9;Janssen Internal User;22;Save as Template;0
jnj-test;Author;;9;Janssen Internal User;23;Update Definition;0
jnj-test;Author;;10;Non-GxP Standard User;1;Share;0
jnj-test;Author;;10;Non-GxP Standard User;2;Read Dependent Share;0
jnj-test;Author;;10;Non-GxP Standard User;3;Add/Edit/Delete comments;0
jnj-test;Author;;10;Non-GxP Standard User;4;Broad User Search;0
jnj-test;Author;;10;Non-GxP Standard User;5;Share Templates;0
jnj-test;Author;;10;Non-GxP Standard User;6;Move Experiments;0
jnj-test;Author;;10;Non-GxP Standard User;7;Trash Experiments;0
jnj-test;Author;;10;Non-GxP Standard User;8;Trash Notebooks;0
jnj-test;Author;;10;Non-GxP Standard User;9;Export Notebooks;0
jnj-test;Author;;10;Non-GxP Standard User;10;Trash Requests;0
jnj-test;Author;;10;Non-GxP Standard User;11;Delete Samples;0
jnj-test;Author;;10;Non-GxP Standard User;12;Close/Cancel Samples;0
jnj-test;Author;;10;Non-GxP Standard User;13;Reopen Samples;0
jnj-test;Author;;10;Non-GxP Standard User;14;Add Parallel Experiments;0
jnj-test;Author;;10;Non-GxP Standard User;15;Move Parallel Experiments;0
jnj-test;Author;;10;Non-GxP Standard User;16;Export Parallel Experiments;0
jnj-test;Author;;10;Non-GxP Standard User;17;Trash Parallel Experiments;0
jnj-test;Author;;10;Non-GxP Standard User;18;Archive;0
jnj-test;Author;;10;Non-GxP Standard User;19;Return From Archive;0
jnj-test;Author;;10;Non-GxP Standard User;20;Trash Mandatory Entities;0
jnj-test;Author;;10;Non-GxP Standard User;21;Clone Entities;0
jnj-test;Author;;10;Non-GxP Standard User;22;Save as Template;0
jnj-test;Author;;10;Non-GxP Standard User;23;Update Definition;0
jnj-test;Author;;11;Recipe Builder;1;Share;0
jnj-test;Author;;11;Recipe Builder;2;Read Dependent Share;0
jnj-test;Author;;11;Recipe Builder;3;Add/Edit/Delete comments;0
jnj-test;Author;;11;Recipe Builder;4;Broad User Search;0
jnj-test;Author;;11;Recipe Builder;5;Share Templates;0
jnj-test;Author;;11;Recipe Builder;6;Move Experiments;0
jnj-test;Author;;11;Recipe Builder;7;Trash Experiments;0
jnj-test;Author;;11;Recipe Builder;8;Trash Notebooks;0
jnj-test;Author;;11;Recipe Builder;9;Export Notebooks;0
jnj-test;Author;;11;Recipe Builder;10;Trash Requests;0
jnj-test;Author;;11;Recipe Builder;11;Delete Samples;0
jnj-test;Author;;11;Recipe Builder;12;Close/Cancel Samples;0
jnj-test;Author;;11;Recipe Builder;13;Reopen Samples;0
jnj-test;Author;;11;Recipe Builder;14;Add Parallel Experiments;0
jnj-test;Author;;11;Recipe Builder;15;Move Parallel Experiments;0
jnj-test;Author;;11;Recipe Builder;16;Export Parallel Experiments;0
jnj-test;Author;;11;Recipe Builder;17;Trash Parallel Experiments;0
jnj-test;Author;;11;Recipe Builder;18;Archive;0
jnj-test;Author;;11;Recipe Builder;19;Return From Archive;0
jnj-test;Author;;11;Recipe Builder;20;Trash Mandatory Entities;0
jnj-test;Author;;11;Recipe Builder;21;Clone Entities;0
jnj-test;Author;;11;Recipe Builder;22;Save as Template;0
jnj-test;Author;;11;Recipe Builder;23;Update Definition;0
jnj-test;Author;;12;ResearchCenterManager;1;Share;0
jnj-test;Author;;12;ResearchCenterManager;2;Read Dependent Share;0
jnj-test;Author;;12;ResearchCenterManager;3;Add/Edit/Delete comments;0
jnj-test;Author;;12;ResearchCenterManager;4;Broad User Search;0
jnj-test;Author;;12;ResearchCenterManager;5;Share Templates;0
jnj-test;Author;;12;ResearchCenterManager;6;Move Experiments;0
jnj-test;Author;;12;ResearchCenterManager;7;Trash Experiments;0
jnj-test;Author;;12;ResearchCenterManager;8;Trash Notebooks;0
jnj-test;Author;;12;ResearchCenterManager;9;Export Notebooks;0
jnj-test;Author;;12;ResearchCenterManager;10;Trash Requests;0
jnj-test;Author;;12;ResearchCenterManager;11;Delete Samples;0
jnj-test;Author;;12;ResearchCenterManager;12;Close/Cancel Samples;0
jnj-test;Author;;12;ResearchCenterManager;13;Reopen Samples;0
jnj-test;Author;;12;ResearchCenterManager;14;Add Parallel Experiments;0
jnj-test;Author;;12;ResearchCenterManager;15;Move Parallel Experiments;0
jnj-test;Author;;12;ResearchCenterManager;16;Export Parallel Experiments;0
jnj-test;Author;;12;ResearchCenterManager;17;Trash Parallel Experiments;0
jnj-test;Author;;12;ResearchCenterManager;18;Archive;0
jnj-test;Author;;12;ResearchCenterManager;19;Return From Archive;0
jnj-test;Author;;12;ResearchCenterManager;20;Trash Mandatory Entities;0
jnj-test;Author;;12;ResearchCenterManager;21;Clone Entities;0
jnj-test;Author;;12;ResearchCenterManager;22;Save as Template;0
jnj-test;Author;;12;ResearchCenterManager;23;Update Definition;0
jnj-test;Author;;13;ResearchCenterUser;1;Share;0
jnj-test;Author;;13;ResearchCenterUser;2;Read Dependent Share;0
jnj-test;Author;;13;ResearchCenterUser;3;Add/Edit/Delete comments;0
jnj-test;Author;;13;ResearchCenterUser;4;Broad User Search;0
jnj-test;Author;;13;ResearchCenterUser;5;Share Templates;0
jnj-test;Author;;13;ResearchCenterUser;6;Move Experiments;0
jnj-test;Author;;13;ResearchCenterUser;7;Trash Experiments;0
jnj-test;Author;;13;ResearchCenterUser;8;Trash Notebooks;0
jnj-test;Author;;13;ResearchCenterUser;9;Export Notebooks;0
jnj-test;Author;;13;ResearchCenterUser;10;Trash Requests;0
jnj-test;Author;;13;ResearchCenterUser;11;Delete Samples;0
jnj-test;Author;;13;ResearchCenterUser;12;Close/Cancel Samples;0
jnj-test;Author;;13;ResearchCenterUser;13;Reopen Samples;0
jnj-test;Author;;13;ResearchCenterUser;14;Add Parallel Experiments;0
jnj-test;Author;;13;ResearchCenterUser;15;Move Parallel Experiments;0
jnj-test;Author;;13;ResearchCenterUser;16;Export Parallel Experiments;0
jnj-test;Author;;13;ResearchCenterUser;17;Trash Parallel Experiments;0
jnj-test;Author;;13;ResearchCenterUser;18;Archive;0
jnj-test;Author;;13;ResearchCenterUser;19;Return From Archive;0
jnj-test;Author;;13;ResearchCenterUser;20;Trash Mandatory Entities;0
jnj-test;Author;;13;ResearchCenterUser;21;Clone Entities;0
jnj-test;Author;;13;ResearchCenterUser;22;Save as Template;0
jnj-test;Author;;13;ResearchCenterUser;23;Update Definition;0
jnj-test;Author;;14;ResearchCenterViewer;1;Share;0
jnj-test;Author;;14;ResearchCenterViewer;2;Read Dependent Share;0
jnj-test;Author;;14;ResearchCenterViewer;3;Add/Edit/Delete comments;0
jnj-test;Author;;14;ResearchCenterViewer;4;Broad User Search;0
jnj-test;Author;;14;ResearchCenterViewer;5;Share Templates;0
jnj-test;Author;;14;ResearchCenterViewer;6;Move Experiments;0
jnj-test;Author;;14;ResearchCenterViewer;7;Trash Experiments;0
jnj-test;Author;;14;ResearchCenterViewer;8;Trash Notebooks;0
jnj-test;Author;;14;ResearchCenterViewer;9;Export Notebooks;0
jnj-test;Author;;14;ResearchCenterViewer;10;Trash Requests;0
jnj-test;Author;;14;ResearchCenterViewer;11;Delete Samples;0
jnj-test;Author;;14;ResearchCenterViewer;12;Close/Cancel Samples;0
jnj-test;Author;;14;ResearchCenterViewer;13;Reopen Samples;0
jnj-test;Author;;14;ResearchCenterViewer;14;Add Parallel Experiments;0
jnj-test;Author;;14;ResearchCenterViewer;15;Move Parallel Experiments;0
jnj-test;Author;;14;ResearchCenterViewer;16;Export Parallel Experiments;0
jnj-test;Author;;14;ResearchCenterViewer;17;Trash Parallel Experiments;0
jnj-test;Author;;14;ResearchCenterViewer;18;Archive;0
jnj-test;Author;;14;ResearchCenterViewer;19;Return From Archive;0
jnj-test;Author;;14;ResearchCenterViewer;20;Trash Mandatory Entities;0
jnj-test;Author;;14;ResearchCenterViewer;21;Clone Entities;0
jnj-test;Author;;14;ResearchCenterViewer;22;Save as Template;0
jnj-test;Author;;14;ResearchCenterViewer;23;Update Definition;0
jnj-test;Author;;15;Sign & 2 Stage Review;1;Share;0
jnj-test;Author;;15;Sign & 2 Stage Review;2;Read Dependent Share;0
jnj-test;Author;;15;Sign & 2 Stage Review;3;Add/Edit/Delete comments;0
jnj-test;Author;;15;Sign & 2 Stage Review;4;Broad User Search;0
jnj-test;Author;;15;Sign & 2 Stage Review;5;Share Templates;0
jnj-test;Author;;15;Sign & 2 Stage Review;6;Move Experiments;0
jnj-test;Author;;15;Sign & 2 Stage Review;7;Trash Experiments;0
jnj-test;Author;;15;Sign & 2 Stage Review;8;Trash Notebooks;0
jnj-test;Author;;15;Sign & 2 Stage Review;9;Export Notebooks;0
jnj-test;Author;;15;Sign & 2 Stage Review;10;Trash Requests;0
jnj-test;Author;;15;Sign & 2 Stage Review;11;Delete Samples;0
jnj-test;Author;;15;Sign & 2 Stage Review;12;Close/Cancel Samples;0
jnj-test;Author;;15;Sign & 2 Stage Review;13;Reopen Samples;0
jnj-test;Author;;15;Sign & 2 Stage Review;14;Add Parallel Experiments;0
jnj-test;Author;;15;Sign & 2 Stage Review;15;Move Parallel Experiments;0
jnj-test;Author;;15;Sign & 2 Stage Review;16;Export Parallel Experiments;0
jnj-test;Author;;15;Sign & 2 Stage Review;17;Trash Parallel Experiments;0
jnj-test;Author;;15;Sign & 2 Stage Review;18;Archive;0
jnj-test;Author;;15;Sign & 2 Stage Review;19;Return From Archive;0
jnj-test;Author;;15;Sign & 2 Stage Review;20;Trash Mandatory Entities;0
jnj-test;Author;;15;Sign & 2 Stage Review;21;Clone Entities;0
jnj-test;Author;;15;Sign & 2 Stage Review;22;Save as Template;0
jnj-test;Author;;15;Sign & 2 Stage Review;23;Update Definition;0
jnj-test;Author;;16;Sign & Close;1;Share;0
jnj-test;Author;;16;Sign & Close;2;Read Dependent Share;0
jnj-test;Author;;16;Sign & Close;3;Add/Edit/Delete comments;0
jnj-test;Author;;16;Sign & Close;4;Broad User Search;0
jnj-test;Author;;16;Sign & Close;5;Share Templates;0
jnj-test;Author;;16;Sign & Close;6;Move Experiments;0
jnj-test;Author;;16;Sign & Close;7;Trash Experiments;0
jnj-test;Author;;16;Sign & Close;8;Trash Notebooks;0
jnj-test;Author;;16;Sign & Close;9;Export Notebooks;0
jnj-test;Author;;16;Sign & Close;10;Trash Requests;0
jnj-test;Author;;16;Sign & Close;11;Delete Samples;0
jnj-test;Author;;16;Sign & Close;12;Close/Cancel Samples;0
jnj-test;Author;;16;Sign & Close;13;Reopen Samples;0
jnj-test;Author;;16;Sign & Close;14;Add Parallel Experiments;0
jnj-test;Author;;16;Sign & Close;15;Move Parallel Experiments;0
jnj-test;Author;;16;Sign & Close;16;Export Parallel Experiments;0
jnj-test;Author;;16;Sign & Close;17;Trash Parallel Experiments;0
jnj-test;Author;;16;Sign & Close;18;Archive;0
jnj-test;Author;;16;Sign & Close;19;Return From Archive;0
jnj-test;Author;;16;Sign & Close;20;Trash Mandatory Entities;0
jnj-test;Author;;16;Sign & Close;21;Clone Entities;0
jnj-test;Author;;16;Sign & Close;22;Save as Template;0
jnj-test;Author;;16;Sign & Close;23;Update Definition;0
jnj-test;Author;;17;Superuser;1;Share;1
jnj-test;Author;;17;Superuser;2;Read Dependent Share;0
jnj-test;Author;;17;Superuser;3;Add/Edit/Delete comments;0
jnj-test;Author;;17;Superuser;4;Broad User Search;0
jnj-test;Author;;17;Superuser;5;Share Templates;1
jnj-test;Author;;17;Superuser;6;Move Experiments;1
jnj-test;Author;;17;Superuser;7;Trash Experiments;0
jnj-test;Author;;17;Superuser;8;Trash Notebooks;0
jnj-test;Author;;17;Superuser;9;Export Notebooks;1
jnj-test;Author;;17;Superuser;10;Trash Requests;0
jnj-test;Author;;17;Superuser;11;Delete Samples;1
jnj-test;Author;;17;Superuser;12;Close/Cancel Samples;0
jnj-test;Author;;17;Superuser;13;Reopen Samples;0
jnj-test;Author;;17;Superuser;14;Add Parallel Experiments;1
jnj-test;Author;;17;Superuser;15;Move Parallel Experiments;1
jnj-test;Author;;17;Superuser;16;Export Parallel Experiments;1
jnj-test;Author;;17;Superuser;17;Trash Parallel Experiments;0
jnj-test;Author;;17;Superuser;18;Archive;0
jnj-test;Author;;17;Superuser;19;Return From Archive;0
jnj-test;Author;;17;Superuser;20;Trash Mandatory Entities;0
jnj-test;Author;;17;Superuser;21;Clone Entities;0
jnj-test;Author;;17;Superuser;22;Save as Template;0
jnj-test;Author;;17;Superuser;23;Update Definition;0
jnj-test;Author;;18;TEST USER ROLES;1;Share;0
jnj-test;Author;;18;TEST USER ROLES;2;Read Dependent Share;0
jnj-test;Author;;18;TEST USER ROLES;3;Add/Edit/Delete comments;1
jnj-test;Author;;18;TEST USER ROLES;4;Broad User Search;0
jnj-test;Author;;18;TEST USER ROLES;5;Share Templates;0
jnj-test;Author;;18;TEST USER ROLES;6;Move Experiments;1
jnj-test;Author;;18;TEST USER ROLES;7;Trash Experiments;0
jnj-test;Author;;18;TEST USER ROLES;8;Trash Notebooks;0
jnj-test;Author;;18;TEST USER ROLES;9;Export Notebooks;1
jnj-test;Author;;18;TEST USER ROLES;10;Trash Requests;0
jnj-test;Author;;18;TEST USER ROLES;11;Delete Samples;0
jnj-test;Author;;18;TEST USER ROLES;12;Close/Cancel Samples;0
jnj-test;Author;;18;TEST USER ROLES;13;Reopen Samples;0
jnj-test;Author;;18;TEST USER ROLES;14;Add Parallel Experiments;0
jnj-test;Author;;18;TEST USER ROLES;15;Move Parallel Experiments;0
jnj-test;Author;;18;TEST USER ROLES;16;Export Parallel Experiments;0
jnj-test;Author;;18;TEST USER ROLES;17;Trash Parallel Experiments;0
jnj-test;Author;;18;TEST USER ROLES;18;Archive;0
jnj-test;Author;;18;TEST USER ROLES;19;Return From Archive;0
jnj-test;Author;;18;TEST USER ROLES;20;Trash Mandatory Entities;0
jnj-test;Author;;18;TEST USER ROLES;21;Clone Entities;0
jnj-test;Author;;18;TEST USER ROLES;22;Save as Template;0
jnj-test;Author;;18;TEST USER ROLES;23;Update Definition;0
jnj-test;Materials;;1;System Admin;1;Manage Material Libraries;1
jnj-test;Materials;;1;System Admin;2;View Materials;1
jnj-test;Materials;;1;System Admin;3;Add Materials;1
jnj-test;Materials;;1;System Admin;4;Edit Materials;1
jnj-test;Materials;;1;System Admin;5;Delete Materials;1
jnj-test;Materials;;1;System Admin;6;Export Materials;1
jnj-test;Materials;;2;Inventory Admin;1;Manage Material Libraries;0
jnj-test;Materials;;2;Inventory Admin;2;View Materials;1
jnj-test;Materials;;2;Inventory Admin;3;Add Materials;1
jnj-test;Materials;;2;Inventory Admin;4;Edit Materials;1
jnj-test;Materials;;2;Inventory Admin;5;Delete Materials;1
jnj-test;Materials;;2;Inventory Admin;6;Export Materials;0
jnj-test;Materials;;3;Standard User;1;Manage Material Libraries;0
jnj-test;Materials;;3;Standard User;2;View Materials;0
jnj-test;Materials;;3;Standard User;3;Add Materials;0
jnj-test;Materials;;3;Standard User;4;Edit Materials;0
jnj-test;Materials;;3;Standard User;5;Delete Materials;0
jnj-test;Materials;;3;Standard User;6;Export Materials;0
jnj-test;Materials;;4;FL-Approver;1;Manage Material Libraries;0
jnj-test;Materials;;4;FL-Approver;2;View Materials;0
jnj-test;Materials;;4;FL-Approver;3;Add Materials;0
jnj-test;Materials;;4;FL-Approver;4;Edit Materials;0
jnj-test;Materials;;4;FL-Approver;5;Delete Materials;0
jnj-test;Materials;;4;FL-Approver;6;Export Materials;0
jnj-test;Materials;;5;FL-Archivist;1;Manage Material Libraries;0
jnj-test;Materials;;5;FL-Archivist;2;View Materials;0
jnj-test;Materials;;5;FL-Archivist;3;Add Materials;0
jnj-test;Materials;;5;FL-Archivist;4;Edit Materials;0
jnj-test;Materials;;5;FL-Archivist;5;Delete Materials;0
jnj-test;Materials;;5;FL-Archivist;6;Export Materials;0
jnj-test;Materials;;6;FL-Author;1;Manage Material Libraries;0
jnj-test;Materials;;6;FL-Author;2;View Materials;0
jnj-test;Materials;;6;FL-Author;3;Add Materials;0
jnj-test;Materials;;6;FL-Author;4;Edit Materials;0
jnj-test;Materials;;6;FL-Author;5;Delete Materials;0
jnj-test;Materials;;6;FL-Author;6;Export Materials;0
jnj-test;Materials;;7;GxP Std User;1;Manage Material Libraries;0
jnj-test;Materials;;7;GxP Std User;2;View Materials;1
jnj-test;Materials;;7;GxP Std User;3;Add Materials;1
jnj-test;Materials;;7;GxP Std User;4;Edit Materials;1
jnj-test;Materials;;7;GxP Std User;5;Delete Materials;0
jnj-test;Materials;;7;GxP Std User;6;Export Materials;1
jnj-test;Materials;;8;GxP Superuser;1;Manage Material Libraries;0
jnj-test;Materials;;8;GxP Superuser;2;View Materials;0
jnj-test;Materials;;8;GxP Superuser;3;Add Materials;0
jnj-test;Materials;;8;GxP Superuser;4;Edit Materials;0
jnj-test;Materials;;8;GxP Superuser;5;Delete Materials;0
jnj-test;Materials;;8;GxP Superuser;6;Export Materials;0
jnj-test;Materials;;9;Janssen Internal User;1;Manage Material Libraries;0
jnj-test;Materials;;9;Janssen Internal User;2;View Materials;0
jnj-test;Materials;;9;Janssen Internal User;3;Add Materials;0
jnj-test;Materials;;9;Janssen Internal User;4;Edit Materials;0
jnj-test;Materials;;9;Janssen Internal User;5;Delete Materials;0
jnj-test;Materials;;9;Janssen Internal User;6;Export Materials;0
jnj-test;Materials;;10;Non-GxP Standard User;1;Manage Material Libraries;0
jnj-test;Materials;;10;Non-GxP Standard User;2;View Materials;0
jnj-test;Materials;;10;Non-GxP Standard User;3;Add Materials;0
jnj-test;Materials;;10;Non-GxP Standard User;4;Edit Materials;0
jnj-test;Materials;;10;Non-GxP Standard User;5;Delete Materials;0
jnj-test;Materials;;10;Non-GxP Standard User;6;Export Materials;0
jnj-test;Materials;;11;Recipe Builder;1;Manage Material Libraries;0
jnj-test;Materials;;11;Recipe Builder;2;View Materials;0
jnj-test;Materials;;11;Recipe Builder;3;Add Materials;0
jnj-test;Materials;;11;Recipe Builder;4;Edit Materials;0
jnj-test;Materials;;11;Recipe Builder;5;Delete Materials;0
jnj-test;Materials;;11;Recipe Builder;6;Export Materials;0
jnj-test;Materials;;12;ResearchCenterManager;1;Manage Material Libraries;0
jnj-test;Materials;;12;ResearchCenterManager;2;View Materials;1
jnj-test;Materials;;12;ResearchCenterManager;3;Add Materials;1
jnj-test;Materials;;12;ResearchCenterManager;4;Edit Materials;1
jnj-test;Materials;;12;ResearchCenterManager;5;Delete Materials;0
jnj-test;Materials;;12;ResearchCenterManager;6;Export Materials;1
jnj-test;Materials;;13;ResearchCenterUser;1;Manage Material Libraries;0
jnj-test;Materials;;13;ResearchCenterUser;2;View Materials;1
jnj-test;Materials;;13;ResearchCenterUser;3;Add Materials;1
jnj-test;Materials;;13;ResearchCenterUser;4;Edit Materials;0
jnj-test;Materials;;13;ResearchCenterUser;5;Delete Materials;0
jnj-test;Materials;;13;ResearchCenterUser;6;Export Materials;1
jnj-test;Materials;;14;ResearchCenterViewer;1;Manage Material Libraries;0
jnj-test;Materials;;14;ResearchCenterViewer;2;View Materials;1
jnj-test;Materials;;14;ResearchCenterViewer;3;Add Materials;0
jnj-test;Materials;;14;ResearchCenterViewer;4;Edit Materials;0
jnj-test;Materials;;14;ResearchCenterViewer;5;Delete Materials;0
jnj-test;Materials;;14;ResearchCenterViewer;6;Export Materials;1
jnj-test;Materials;;15;Sign & 2 Stage Review;1;Manage Material Libraries;0
jnj-test;Materials;;15;Sign & 2 Stage Review;2;View Materials;0
jnj-test;Materials;;15;Sign & 2 Stage Review;3;Add Materials;0
jnj-test;Materials;;15;Sign & 2 Stage Review;4;Edit Materials;0
jnj-test;Materials;;15;Sign & 2 Stage Review;5;Delete Materials;0
jnj-test;Materials;;15;Sign & 2 Stage Review;6;Export Materials;0
jnj-test;Materials;;16;Sign & Close;1;Manage Material Libraries;0
jnj-test;Materials;;16;Sign & Close;2;View Materials;0
jnj-test;Materials;;16;Sign & Close;3;Add Materials;0
jnj-test;Materials;;16;Sign & Close;4;Edit Materials;0
jnj-test;Materials;;16;Sign & Close;5;Delete Materials;0
jnj-test;Materials;;16;Sign & Close;6;Export Materials;0
jnj-test;Materials;;17;Superuser;1;Manage Material Libraries;0
jnj-test;Materials;;17;Superuser;2;View Materials;0
jnj-test;Materials;;17;Superuser;3;Add Materials;0
jnj-test;Materials;;17;Superuser;4;Edit Materials;0
jnj-test;Materials;;17;Superuser;5;Delete Materials;0
jnj-test;Materials;;17;Superuser;6;Export Materials;0
jnj-test;Materials;;18;TEST USER ROLES;1;Manage Material Libraries;0
jnj-test;Materials;;18;TEST USER ROLES;2;View Materials;1
jnj-test;Materials;;18;TEST USER ROLES;3;Add Materials;1
jnj-test;Materials;;18;TEST USER ROLES;4;Edit Materials;0
jnj-test;Materials;;18;TEST USER ROLES;5;Delete Materials;0
jnj-test;Materials;;18;TEST USER ROLES;6;Export Materials;0
jnj-test;Inventory;Application;1;System Admin;1;Inventory App;1
jnj-test;Inventory;Application;1;System Admin;2;Manage Inventory;1
jnj-test;Inventory;Application;1;System Admin;3;Manage Inventory Attributes;1
jnj-test;Inventory;Application;2;Inventory Admin;1;Inventory App;1
jnj-test;Inventory;Application;2;Inventory Admin;2;Manage Inventory;1
jnj-test;Inventory;Application;2;Inventory Admin;3;Manage Inventory Attributes;1
jnj-test;Inventory;Application;3;Standard User;1;Inventory App;0
jnj-test;Inventory;Application;3;Standard User;2;Manage Inventory;0
jnj-test;Inventory;Application;3;Standard User;3;Manage Inventory Attributes;0
jnj-test;Inventory;Application;4;FL-Approver;1;Inventory App;0
jnj-test;Inventory;Application;4;FL-Approver;2;Manage Inventory;0
jnj-test;Inventory;Application;4;FL-Approver;3;Manage Inventory Attributes;0
